# Athena++ data at time=6.000000e-01  cycle=7794  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3         Bcc1         Bcc2         Bcc3     
0712  1.40300e+00  1.15585e+00  7.25037e-02  6.08426e+00  2.77404e-14 -1.14996e+01  2.52768e-01  6.47565e-15 -9.52503e-01
0713  1.40491e+00  1.15272e+00  7.21765e-02  6.08425e+00  2.96577e-14 -1.15152e+01  2.52083e-01  5.39331e-15 -9.51214e-01
0714  1.40681e+00  1.14961e+00  7.18513e-02  6.08425e+00  3.02752e-14 -1.15308e+01  2.51401e-01  4.22642e-15 -9.49928e-01
0715  1.40872e+00  1.14650e+00  7.15279e-02  6.08424e+00  3.02095e-14 -1.15465e+01  2.50722e-01  4.04597e-15 -9.48645e-01
0716  1.41062e+00  1.14341e+00  7.12065e-02  6.08424e+00  3.01418e-14 -1.15621e+01  2.50045e-01  4.86037e-15 -9.47366e-01
0717  1.41252e+00  1.14033e+00  7.08869e-02  6.08424e+00  2.98602e-14 -1.15777e+01  2.49371e-01  5.47589e-15 -9.46091e-01
0718  1.41443e+00  1.13726e+00  7.05692e-02  6.08423e+00  2.90355e-14 -1.15934e+01  2.48700e-01  5.50263e-15 -9.44819e-01
0719  1.41633e+00  1.13421e+00  7.02533e-02  6.08423e+00  2.77249e-14 -1.16090e+01  2.48032e-01  4.83100e-15 -9.43550e-01
0720  1.41824e+00  1.13116e+00  6.99393e-02  6.08422e+00  2.54677e-14 -1.16246e+01  2.47366e-01  1.77452e-15 -9.42284e-01
0721  1.42014e+00  1.12813e+00  6.96271e-02  6.08422e+00  2.19500e-14 -1.16403e+01  2.46703e-01 -2.11673e-15 -9.41022e-01
0722  1.42205e+00  1.12511e+00  6.93167e-02  6.08421e+00  1.70871e-14 -1.16559e+01  2.46043e-01 -4.86642e-15 -9.39764e-01
0723  1.42395e+00  1.12211e+00  6.90081e-02  6.08421e+00  1.07700e-14 -1.16715e+01  2.45385e-01 -6.21357e-15 -9.38509e-01
0724  1.42585e+00  1.11911e+00  6.87013e-02  6.08420e+00  5.27054e-15 -1.16872e+01  2.44730e-01 -5.87290e-15 -9.37257e-01
0725  1.42776e+00  1.11613e+00  6.83962e-02  6.08420e+00  2.84370e-15 -1.17028e+01  2.44078e-01 -2.82715e-15 -9.36008e-01
0726  1.42966e+00  1.11316e+00  6.80929e-02  6.08419e+00  2.37997e-15 -1.17184e+01  2.43428e-01  3.03139e-15 -9.34763e-01
0727  1.43157e+00  1.11020e+00  6.77914e-02  6.08419e+00  2.42076e-15 -1.17341e+01  2.42781e-01  8.66991e-15 -9.33521e-01
0728  1.43347e+00  1.10725e+00  6.74916e-02  6.08418e+00  2.94580e-15 -1.17497e+01  2.42136e-01  1.10436e-14 -9.32283e-01
0729  1.43538e+00  1.10432e+00  6.71935e-02  6.08418e+00  4.39859e-15 -1.17653e+01  2.41494e-01  1.13689e-14 -9.31047e-01
0730  1.43728e+00  1.10139e+00  6.68971e-02  6.08417e+00  6.52364e-15 -1.17810e+01  2.40855e-01  1.12314e-14 -9.29815e-01
0731  1.43918e+00  1.09848e+00  6.66024e-02  6.08417e+00  9.14284e-15 -1.17966e+01  2.40218e-01  1.10209e-14 -9.28587e-01
0732  1.44109e+00  1.09558e+00  6.63094e-02  6.08416e+00  1.20833e-14 -1.18122e+01  2.39583e-01  1.07419e-14 -9.27361e-01
0733  1.44299e+00  1.09269e+00  6.60181e-02  6.08416e+00  1.54874e-14 -1.18279e+01  2.38951e-01  1.06917e-14 -9.26139e-01
0734  1.44490e+00  1.08982e+00  6.57285e-02  6.08416e+00  1.73244e-14 -1.18435e+01  2.38322e-01  9.75989e-15 -9.24920e-01
0735  1.44680e+00  1.08695e+00  6.54404e-02  6.08415e+00  1.79250e-14 -1.18591e+01  2.37695e-01  7.58550e-15 -9.23704e-01
0736  1.44871e+00  1.08409e+00  6.51541e-02  6.08415e+00  1.78250e-14 -1.18748e+01  2.37070e-01  2.82980e-15 -9.22491e-01
0737  1.45061e+00  1.08125e+00  6.48693e-02  6.08414e+00  1.69677e-14 -1.18904e+01  2.36448e-01 -1.97198e-15 -9.21282e-01
0738  1.45252e+00  1.07842e+00  6.45862e-02  6.08414e+00  1.51541e-14 -1.19060e+01  2.35829e-01 -3.10092e-15 -9.20075e-01
0739  1.45442e+00  1.07560e+00  6.43047e-02  6.08413e+00  1.36299e-14 -1.19216e+01  2.35212e-01 -2.66802e-15 -9.18872e-01
0740  1.45632e+00  1.07279e+00  6.40247e-02  6.08413e+00  1.27140e-14 -1.19373e+01  2.34597e-01 -1.98529e-15 -9.17672e-01
0741  1.45823e+00  1.06999e+00  6.37464e-02  6.08412e+00  1.24243e-14 -1.19529e+01  2.33984e-01 -1.59371e-15 -9.16475e-01
0742  1.46013e+00  1.06720e+00  6.34696e-02  6.08412e+00  1.18884e-14 -1.19685e+01  2.33375e-01 -2.30405e-15 -9.15282e-01
0743  1.46204e+00  1.06442e+00  6.31944e-02  6.08411e+00  1.11380e-14 -1.19842e+01  2.32767e-01 -3.40957e-15 -9.14091e-01
0744  1.46394e+00  1.06165e+00  6.29207e-02  6.08411e+00  1.03074e-14 -1.19998e+01  2.32162e-01 -4.56438e-15 -9.12903e-01
0745  1.46585e+00  1.05890e+00  6.26486e-02  6.08410e+00  9.60669e-15 -1.20154e+01  2.31559e-01 -5.24718e-15 -9.11719e-01
0746  1.46775e+00  1.05615e+00  6.23780e-02  6.08410e+00  9.12964e-15 -1.20311e+01  2.30958e-01 -6.06218e-15 -9.10537e-01
0747  1.46965e+00  1.05342e+00  6.21089e-02  6.08409e+00  7.97981e-15 -1.20467e+01  2.30360e-01 -8.01454e-15 -9.09359e-01
0748  1.47156e+00  1.05069e+00  6.18413e-02  6.08409e+00  5.91174e-15 -1.20623e+01  2.29764e-01 -8.69484e-15 -9.08184e-01
0749  1.47346e+00  1.04798e+00  6.15752e-02  6.08408e+00  3.15261e-15 -1.20780e+01  2.29171e-01 -8.57476e-15 -9.07012e-01
0750  1.47537e+00  1.04528e+00  6.13106e-02  6.08408e+00  1.07270e-15 -1.20936e+01  2.28580e-01 -7.13750e-15 -9.05842e-01
0751  1.47727e+00  1.04259e+00  6.10475e-02  6.08407e+00 -3.52220e-16 -1.21092e+01  2.27991e-01 -6.13968e-15 -9.04676e-01
0752  1.47918e+00  1.03990e+00  6.07858e-02  6.08407e+00 -1.73832e-15 -1.21249e+01  2.27404e-01 -6.20183e-15 -9.03513e-01
0753  1.48108e+00  1.03723e+00  6.05257e-02  6.08406e+00 -3.91577e-15 -1.21405e+01  2.26820e-01 -6.94883e-15 -9.02353e-01
0754  1.48298e+00  1.03457e+00  6.02669e-02  6.08406e+00 -6.14049e-15 -1.21561e+01  2.26238e-01 -6.89927e-15 -9.01195e-01
0755  1.48489e+00  1.03192e+00  6.00096e-02  6.08405e+00 -6.22874e-15 -1.21717e+01  2.25658e-01 -4.52503e-15 -9.00041e-01
0756  1.48679e+00  1.02928e+00  5.97537e-02  6.08405e+00 -5.87264e-15 -1.21874e+01  2.25080e-01 -1.50424e-15 -8.98890e-01
0757  1.48870e+00  1.02665e+00  5.94992e-02  6.08404e+00 -5.08535e-15 -1.22030e+01  2.24504e-01 -2.34390e-16 -8.97741e-01
0758  1.49060e+00  1.02403e+00  5.92461e-02  6.08404e+00 -4.14155e-15 -1.22186e+01  2.23931e-01  5.86744e-16 -8.96596e-01
0759  1.49251e+00  1.02142e+00  5.89945e-02  6.08403e+00 -3.36899e-15 -1.22343e+01  2.23360e-01  1.13235e-15 -8.95453e-01
0760  1.49441e+00  1.01882e+00  5.87442e-02  6.08403e+00 -2.97320e-15 -1.22499e+01  2.22791e-01  1.65004e-15 -8.94314e-01
0761  1.49631e+00  1.01623e+00  5.84953e-02  6.08402e+00 -2.85541e-15 -1.22655e+01  2.22224e-01  2.64297e-15 -8.93177e-01
0762  1.49822e+00  1.01364e+00  5.82478e-02  6.08402e+00 -2.38245e-15 -1.22812e+01  2.21660e-01  4.94300e-15 -8.92043e-01
0763  1.50012e+00  1.01107e+00  5.80016e-02  6.08401e+00 -9.55062e-16 -1.22968e+01  2.21097e-01  5.85395e-15 -8.90912e-01
0764  1.50203e+00  1.00851e+00  5.77568e-02  6.08401e+00 -2.05168e-16 -1.23124e+01  2.20537e-01  4.65023e-15 -8.89784e-01
0765  1.50393e+00  1.00596e+00  5.75133e-02  6.08400e+00 -3.21455e-16 -1.23281e+01  2.19979e-01  2.89975e-15 -8.88659e-01
0766  1.50584e+00  1.00342e+00  5.72711e-02  6.08400e+00 -2.71724e-16 -1.23437e+01  2.19423e-01  3.11712e-15 -8.87536e-01
0767  1.50774e+00  1.00089e+00  5.70303e-02  6.08399e+00  3.22431e-17 -1.23593e+01  2.18869e-01  4.85596e-15 -8.86417e-01
0768  1.50964e+00  9.98363e-01  5.67908e-02  6.08399e+00  1.59706e-15 -1.23749e+01  2.18317e-01  8.63807e-15 -8.85300e-01
0769  1.51155e+00  9.95850e-01  5.65526e-02  6.08398e+00  5.49451e-15 -1.23906e+01  2.17767e-01  1.14780e-14 -8.84186e-01
0770  1.51345e+00  9.93346e-01  5.63157e-02  6.08398e+00  1.10188e-14 -1.24062e+01  2.17220e-01  1.16978e-14 -8.83075e-01
0771  1.51536e+00  9.90852e-01  5.60801e-02  6.08397e+00  1.52120e-14 -1.24218e+01  2.16674e-01  1.03113e-14 -8.81967e-01
0772  1.51726e+00  9.88367e-01  5.58457e-02  6.08397e+00  1.63212e-14 -1.24375e+01  2.16131e-01  6.69814e-15 -8.80861e-01
0773  1.51917e+00  9.85892e-01  5.56127e-02  6.08396e+00  1.63447e-14 -1.24531e+01  2.15589e-01  2.24432e-15 -8.79758e-01
0774  1.52107e+00  9.83425e-01  5.53808e-02  6.08396e+00  1.61904e-14 -1.24687e+01  2.15050e-01 -8.03915e-16 -8.78658e-01
0775  1.52297e+00  9.80968e-01  5.51503e-02  6.08395e+00  1.55645e-14 -1.24844e+01  2.14512e-01 -1.68003e-15 -8.77561e-01
0776  1.52488e+00  9.78520e-01  5.49210e-02  6.08395e+00  1.54281e-14 -1.25000e+01  2.13977e-01 -1.18038e-15 -8.76466e-01
0777  1.52678e+00  9.76082e-01  5.46929e-02  6.08394e+00  1.54886e-14 -1.25156e+01  2.13443e-01 -4.06428e-16 -8.75375e-01
0778  1.52869e+00  9.73652e-01  5.44661e-02  6.08394e+00  1.55085e-14 -1.25313e+01  2.12912e-01  1.62917e-16 -8.74286e-01
0779  1.53059e+00  9.71232e-01  5.42405e-02  6.08393e+00  1.57293e-14 -1.25469e+01  2.12382e-01  7.84932e-16 -8.73199e-01
0780  1.53250e+00  9.68820e-01  5.40161e-02  6.08393e+00  1.62039e-14 -1.25625e+01  2.11855e-01  1.15127e-15 -8.72115e-01
0781  1.53440e+00  9.66418e-01  5.37929e-02  6.08392e+00  1.73136e-14 -1.25781e+01  2.11329e-01  2.38717e-15 -8.71034e-01
0782  1.53630e+00  9.64024e-01  5.35709e-02  6.08392e+00  1.92242e-14 -1.25938e+01  2.10806e-01  3.88515e-15 -8.69956e-01
0783  1.53821e+00  9.61639e-01  5.33501e-02  6.08391e+00  2.18153e-14 -1.26094e+01  2.10284e-01  4.13654e-15 -8.68880e-01
0784  1.54011e+00  9.59263e-01  5.31304e-02  6.08391e+00  2.32835e-14 -1.26250e+01  2.09764e-01  3.38528e-15 -8.67807e-01
0785  1.54202e+00  9.56896e-01  5.29120e-02  6.08390e+00  2.32914e-14 -1.26407e+01  2.09246e-01  1.45432e-15 -8.66737e-01
0786  1.54392e+00  9.54538e-01  5.26947e-02  6.08390e+00  2.32448e-14 -1.26563e+01  2.08731e-01 -8.42401e-16 -8.65669e-01
0787  1.54583e+00  9.52188e-01  5.24786e-02  6.08389e+00  2.29245e-14 -1.26719e+01  2.08217e-01 -3.69921e-15 -8.64604e-01
0788  1.54773e+00  9.49848e-01  5.22636e-02  6.08389e+00  2.13885e-14 -1.26876e+01  2.07705e-01 -8.53789e-15 -8.63542e-01
0789  1.54963e+00  9.47515e-01  5.20497e-02  6.08388e+00  1.71554e-14 -1.27032e+01  2.07194e-01 -1.35913e-14 -8.62482e-01
0790  1.55154e+00  9.45191e-01  5.18370e-02  6.08388e+00  9.64738e-15 -1.27188e+01  2.06686e-01 -1.56628e-14 -8.61425e-01
0791  1.55344e+00  9.42876e-01  5.16255e-02  6.08387e+00 -6.44235e-16 -1.27344e+01  2.06180e-01 -1.51368e-14 -8.60370e-01
0792  1.55535e+00  9.40570e-01  5.14150e-02  6.08387e+00 -8.46935e-15 -1.27501e+01  2.05675e-01 -1.13127e-14 -8.59318e-01
0793  1.55725e+00  9.38271e-01  5.12057e-02  6.08386e+00 -9.70303e-15 -1.27657e+01  2.05172e-01 -4.55834e-15 -8.58268e-01
0794  1.55916e+00  9.35981e-01  5.09974e-02  6.08386e+00 -9.56719e-15 -1.27813e+01  2.04671e-01  7.34430e-16 -8.57222e-01
0795  1.56106e+00  9.33700e-01  5.07903e-02  6.08385e+00 -9.00096e-15 -1.27970e+01  2.04172e-01  3.72213e-15 -8.56177e-01
0796  1.56296e+00  9.31427e-01  5.05843e-02  6.08385e+00 -8.19673e-15 -1.28126e+01  2.03675e-01  5.49794e-15 -8.55135e-01
0797  1.56487e+00  9.29162e-01  5.03793e-02  6.08384e+00 -8.20349e-15 -1.28282e+01  2.03180e-01  6.63749e-15 -8.54096e-01
0798  1.56677e+00  9.26906e-01  5.01754e-02  6.08384e+00 -8.29155e-15 -1.28439e+01  2.02686e-01  8.21273e-15 -8.53059e-01
0799  1.56868e+00  9.24657e-01  4.99726e-02  6.08383e+00 -8.12066e-15 -1.28595e+01  2.02194e-01  1.01878e-14 -8.52025e-01
0800  1.57058e+00  9.22417e-01  4.97709e-02  6.08383e+00 -7.72306e-15 -1.28751e+01  2.01704e-01  1.02696e-14 -8.50993e-01
0801  1.57249e+00  9.20185e-01  4.95702e-02  6.08382e+00 -6.89204e-15 -1.28907e+01  2.01216e-01  1.04497e-14 -8.49964e-01
0802  1.57439e+00  9.17961e-01  4.93706e-02  6.08382e+00 -5.63912e-15 -1.29064e+01  2.00730e-01  1.03417e-14 -8.48937e-01
0803  1.57629e+00  9.15745e-01  4.91720e-02  6.08381e+00 -4.52193e-15 -1.29220e+01  2.00245e-01  9.90578e-15 -8.47913e-01
0804  1.57820e+00  9.13537e-01  4.89744e-02  6.08381e+00 -2.99143e-15 -1.29376e+01  1.99762e-01  1.04400e-14 -8.46891e-01
0805  1.58010e+00  9.11337e-01  4.87779e-02  6.08380e+00 -5.97581e-16 -1.29533e+01  1.99281e-01  1.20293e-14 -8.45872e-01
0806  1.58201e+00  9.09145e-01  4.85824e-02  6.08380e+00  3.26105e-15 -1.29689e+01  1.98801e-01  1.42184e-14 -8.44855e-01
0807  1.58391e+00  9.06961e-01  4.83879e-02  6.08379e+00  8.41103e-15 -1.29845e+01  1.98323e-01  1.51040e-14 -8.43840e-01
0808  1.58582e+00  9.04785e-01  4.81945e-02  6.08379e+00  1.43903e-14 -1.30002e+01  1.97847e-01  1.49395e-14 -8.42828e-01
0809  1.58772e+00  9.02617e-01  4.80020e-02  6.08378e+00  2.11290e-14 -1.30158e+01  1.97373e-01  1.44344e-14 -8.41818e-01
0810  1.58962e+00  9.00456e-01  4.78105e-02  6.08378e+00  2.50702e-14 -1.30314e+01  1.96900e-01  1.21924e-14 -8.40811e-01
0811  1.59153e+00  8.98303e-01  4.76201e-02  6.08377e+00  2.50702e-14 -1.30470e+01  1.96429e-01  7.72792e-15 -8.39806e-01
0812  1.59343e+00  8.96158e-01  4.74306e-02  6.08377e+00  2.47841e-14 -1.30627e+01  1.95960e-01  3.90322e-15 -8.38804e-01
0813  1.59534e+00  8.94021e-01  4.72421e-02  6.08376e+00  2.39266e-14 -1.30783e+01  1.95493e-01  1.42574e-15 -8.37804e-01
0814  1.59724e+00  8.91891e-01  4.70545e-02  6.08376e+00  2.24658e-14 -1.30939e+01  1.95027e-01 -3.08220e-16 -8.36806e-01
0815  1.59915e+00  8.89769e-01  4.68679e-02  6.08375e+00  1.99247e-14 -1.31096e+01  1.94563e-01 -2.41470e-15 -8.35811e-01
0816  1.60105e+00  8.87654e-01  4.66823e-02  6.08375e+00  1.65531e-14 -1.31252e+01  1.94100e-01 -3.23990e-15 -8.34818e-01
0817  1.60295e+00  8.85547e-01  4.64977e-02  6.08374e+00  1.43566e-14 -1.31408e+01  1.93639e-01 -2.37163e-15 -8.33828e-01
0818  1.60486e+00  8.83447e-01  4.63140e-02  6.08374e+00  1.32959e-14 -1.31564e+01  1.93180e-01 -2.16295e-15 -8.32840e-01
0819  1.60676e+00  8.81355e-01  4.61312e-02  6.08373e+00  1.20109e-14 -1.31721e+01  1.92722e-01 -4.76476e-15 -8.31854e-01
0820  1.60867e+00  8.79270e-01  4.59494e-02  6.08373e+00  9.15838e-15 -1.31877e+01  1.92266e-01 -1.07176e-14 -8.30870e-01
0821  1.61057e+00  8.77193e-01  4.57685e-02  6.08372e+00  4.64042e-15 -1.32033e+01  1.91812e-01 -1.42776e-14 -8.29889e-01
0822  1.61248e+00  8.75123e-01  4.55885e-02  6.08372e+00 -1.01930e-15 -1.32190e+01  1.91359e-01 -1.51658e-14 -8.28910e-01
0823  1.61438e+00  8.73060e-01  4.54094e-02  6.08371e+00 -5.76295e-15 -1.32346e+01  1.90908e-01 -1.46808e-14 -8.27934e-01
0824  1.61628e+00  8.71005e-01  4.52313e-02  6.08371e+00 -7.88365e-15 -1.32502e+01  1.90458e-01 -1.34302e-14 -8.26959e-01
0825  1.61819e+00  8.68957e-01  4.50540e-02  6.08370e+00 -8.64912e-15 -1.32659e+01  1.90010e-01 -1.18477e-14 -8.25988e-01
0826  1.62009e+00  8.66916e-01  4.48777e-02  6.08370e+00 -8.65379e-15 -1.32815e+01  1.89564e-01 -1.01812e-14 -8.25018e-01
0827  1.62200e+00  8.64882e-01  4.47023e-02  6.08369e+00 -8.27276e-15 -1.32971e+01  1.89119e-01 -9.46063e-15 -8.24050e-01
0828  1.62390e+00  8.62856e-01  4.45277e-02  6.08369e+00 -8.01373e-15 -1.33127e+01  1.88676e-01 -1.09451e-14 -8.23085e-01
0829  1.62581e+00  8.60836e-01  4.43541e-02  6.08368e+00 -8.51398e-15 -1.33284e+01  1.88234e-01 -1.55119e-14 -8.22122e-01
0830  1.62771e+00  8.58824e-01  4.41813e-02  6.08367e+00 -1.11028e-14 -1.33440e+01  1.87794e-01 -1.96292e-14 -8.21162e-01
0831  1.62961e+00  8.56819e-01  4.40094e-02  6.08367e+00 -1.59947e-14 -1.33596e+01  1.87355e-01 -2.01004e-14 -8.20203e-01
0832  1.63152e+00  8.54820e-01  4.38383e-02  6.08366e+00 -2.05670e-14 -1.33753e+01  1.86918e-01 -1.80620e-14 -8.19247e-01
0833  1.63342e+00  8.52829e-01  4.36681e-02  6.08366e+00 -2.19090e-14 -1.33909e+01  1.86482e-01 -1.26027e-14 -8.18293e-01
0834  1.63533e+00  8.50845e-01  4.34988e-02  6.08365e+00 -2.27152e-14 -1.34065e+01  1.86048e-01 -1.06931e-14 -8.17342e-01
0835  1.63723e+00  8.48867e-01  4.33304e-02  6.08365e+00 -2.39385e-14 -1.34221e+01  1.85616e-01 -1.07945e-14 -8.16392e-01
0836  1.63914e+00  8.46897e-01  4.31627e-02  6.08364e+00 -2.54456e-14 -1.34378e+01  1.85185e-01 -1.05173e-14 -8.15445e-01
0837  1.64104e+00  8.44933e-01  4.29960e-02  6.08364e+00 -2.68508e-14 -1.34534e+01  1.84755e-01 -9.75098e-15 -8.14500e-01
0838  1.64294e+00  8.42976e-01  4.28300e-02  6.08363e+00 -2.83985e-14 -1.34690e+01  1.84327e-01 -8.98664e-15 -8.13557e-01
0839  1.64485e+00  8.41026e-01  4.26649e-02  6.08363e+00 -2.87142e-14 -1.34847e+01  1.83900e-01 -7.59699e-15 -8.12616e-01
0840  1.64675e+00  8.39083e-01  4.25006e-02  6.08362e+00 -2.83950e-14 -1.35003e+01  1.83475e-01 -6.00645e-15 -8.11678e-01
0841  1.64866e+00  8.37146e-01  4.23372e-02  6.08362e+00 -2.75657e-14 -1.35159e+01  1.83052e-01 -5.86588e-15 -8.10741e-01
0842  1.65056e+00  8.35216e-01  4.21745e-02  6.08361e+00 -2.67218e-14 -1.35315e+01  1.82630e-01 -5.68841e-15 -8.09807e-01
0843  1.65247e+00  8.33293e-01  4.20127e-02  6.08361e+00 -2.54939e-14 -1.35472e+01  1.82209e-01 -3.46777e-15 -8.08875e-01
0844  1.65437e+00  8.31376e-01  4.18516e-02  6.08360e+00 -2.33520e-14 -1.35628e+01  1.81790e-01  1.11694e-15 -8.07945e-01
0845  1.65627e+00  8.29466e-01  4.16914e-02  6.08360e+00 -1.99537e-14 -1.35784e+01  1.81372e-01  4.66183e-15 -8.07017e-01
0846  1.65818e+00  8.27563e-01  4.15320e-02  6.08359e+00 -1.49320e-14 -1.35941e+01  1.80956e-01  5.85262e-15 -8.06092e-01
0847  1.66008e+00  8.25666e-01  4.13733e-02  6.08359e+00 -9.86347e-15 -1.36097e+01  1.80541e-01  5.54793e-15 -8.05168e-01
0848  1.66199e+00  8.23776e-01  4.12155e-02  6.08358e+00 -8.53625e-15 -1.36253e+01  1.80127e-01  3.90932e-15 -8.04247e-01
0849  1.66389e+00  8.21892e-01  4.10584e-02  6.08358e+00 -8.69208e-15 -1.36409e+01  1.79715e-01  1.64593e-15 -8.03327e-01
0850  1.66580e+00  8.20014e-01  4.09021e-02  6.08357e+00 -9.59267e-15 -1.36566e+01  1.79304e-01 -3.59384e-16 -8.02410e-01
0851  1.66770e+00  8.18143e-01  4.07466e-02  6.08357e+00 -1.17308e-14 -1.36722e+01  1.78895e-01 -1.96475e-15 -8.01495e-01
0852  1.66960e+00  8.16279e-01  4.05918e-02  6.08356e+00 -1.51113e-14 -1.36878e+01  1.78487e-01 -3.94008e-15 -8.00582e-01
0853  1.67151e+00  8.14421e-01  4.04378e-02  6.08356e+00 -1.86549e-14 -1.37035e+01  1.78081e-01 -4.77899e-15 -7.99671e-01
0854  1.67341e+00  8.12569e-01  4.02846e-02  6.08355e+00 -2.13726e-14 -1.37191e+01  1.77676e-01 -5.08702e-15 -7.98762e-01
0855  1.67532e+00  8.10723e-01  4.01321e-02  6.08355e+00 -2.38956e-14 -1.37347e+01  1.77272e-01 -6.26417e-15 -7.97855e-01
0856  1.67722e+00  8.08884e-01  3.99804e-02  6.08354e+00 -2.68759e-14 -1.37504e+01  1.76870e-01 -8.44201e-15 -7.96951e-01
0857  1.67913e+00  8.07051e-01  3.98294e-02  6.08354e+00 -3.12794e-14 -1.37660e+01  1.76469e-01 -1.07319e-14 -7.96048e-01
0858  1.68103e+00  8.05224e-01  3.96792e-02  6.08353e+00 -3.69548e-14 -1.37816e+01  1.76069e-01 -1.12705e-14 -7.95147e-01
0859  1.68293e+00  8.03403e-01  3.95297e-02  6.08353e+00 -4.07188e-14 -1.37972e+01  1.75671e-01 -9.63107e-15 -7.94249e-01
0860  1.68484e+00  8.01589e-01  3.93809e-02  6.08352e+00 -4.15921e-14 -1.38129e+01  1.75274e-01 -4.49546e-15 -7.93352e-01
0861  1.68674e+00  7.99781e-01  3.92328e-02  6.08352e+00 -4.15027e-14 -1.38285e+01  1.74878e-01  4.65735e-16 -7.92458e-01
0862  1.68865e+00  7.97979e-01  3.90855e-02  6.08351e+00 -4.08228e-14 -1.38441e+01  1.74484e-01  2.66073e-15 -7.91565e-01
0863  1.69055e+00  7.96182e-01  3.89389e-02  6.08351e+00 -3.90992e-14 -1.38598e+01  1.74091e-01  2.98207e-15 -7.90675e-01
0864  1.69246e+00  7.94392e-01  3.87930e-02  6.08350e+00 -3.84338e-14 -1.38754e+01  1.73700e-01  2.10095e-15 -7.89786e-01
0865  1.69436e+00  7.92608e-01  3.86478e-02  6.08349e+00 -3.83479e-14 -1.38910e+01  1.73310e-01  5.99147e-16 -7.88899e-01
0866  1.69627e+00  7.90830e-01  3.85033e-02  6.08349e+00 -3.87301e-14 -1.39066e+01  1.72921e-01 -1.09507e-15 -7.88015e-01
0867  1.69817e+00  7.89058e-01  3.83596e-02  6.08348e+00 -4.04555e-14 -1.39223e+01  1.72533e-01 -1.39404e-15 -7.87132e-01
0868  1.70007e+00  7.87292e-01  3.82165e-02  6.08348e+00 -4.14479e-14 -1.39379e+01  1.72147e-01  3.23104e-16 -7.86252e-01
0869  1.70198e+00  7.85532e-01  3.80741e-02  6.08347e+00 -4.11237e-14 -1.39535e+01  1.71762e-01  4.77468e-15 -7.85373e-01
0870  1.70388e+00  7.83778e-01  3.79324e-02  6.08347e+00 -3.96891e-14 -1.39692e+01  1.71378e-01  7.32784e-15 -7.84496e-01
0871  1.70579e+00  7.82030e-01  3.77914e-02  6.08346e+00 -3.85249e-14 -1.39848e+01  1.70996e-01  6.72363e-15 -7.83622e-01
0872  1.70769e+00  7.80287e-01  3.76510e-02  6.08346e+00 -3.87707e-14 -1.40004e+01  1.70614e-01  3.73170e-15 -7.82749e-01
0873  1.70960e+00  7.78550e-01  3.75114e-02  6.08345e+00 -4.01789e-14 -1.40160e+01  1.70235e-01  1.46395e-15 -7.81878e-01
0874  1.71150e+00  7.76819e-01  3.73724e-02  6.08345e+00 -4.33949e-14 -1.40317e+01  1.69856e-01  5.72341e-16 -7.81009e-01
0875  1.71340e+00  7.75094e-01  3.72341e-02  6.08344e+00 -4.74805e-14 -1.40473e+01  1.69479e-01  5.40905e-16 -7.80142e-01
0876  1.71531e+00  7.73375e-01  3.70964e-02  6.08344e+00 -5.08662e-14 -1.40629e+01  1.69102e-01  1.40473e-15 -7.79277e-01
0877  1.71721e+00  7.71661e-01  3.69594e-02  6.08343e+00 -5.33910e-14 -1.40785e+01  1.68728e-01  2.77505e-15 -7.78414e-01
0878  1.71912e+00  7.69953e-01  3.68231e-02  6.08343e+00 -5.45441e-14 -1.40942e+01  1.68354e-01  5.11024e-15 -7.77553e-01
0879  1.72102e+00  7.68251e-01  3.66874e-02  6.08342e+00 -5.46952e-14 -1.41098e+01  1.67982e-01  8.90823e-15 -7.76694e-01
0880  1.72293e+00  7.66554e-01  3.65524e-02  6.08342e+00 -5.41840e-14 -1.41254e+01  1.67611e-01  1.38144e-14 -7.75836e-01
0881  1.72483e+00  7.64863e-01  3.64180e-02  6.08341e+00 -5.14014e-14 -1.41411e+01  1.67241e-01  1.70689e-14 -7.74981e-01
0882  1.72673e+00  7.63178e-01  3.62842e-02  6.08341e+00 -4.67088e-14 -1.41567e+01  1.66872e-01  1.69289e-14 -7.74127e-01
0883  1.72864e+00  7.61498e-01  3.61511e-02  6.08340e+00 -4.29150e-14 -1.41723e+01  1.66504e-01  1.49749e-14 -7.73275e-01
0884  1.73054e+00  7.59823e-01  3.60187e-02  6.08340e+00 -4.05828e-14 -1.41879e+01  1.66138e-01  1.28571e-14 -7.72426e-01
0885  1.73245e+00  7.58154e-01  3.58868e-02  6.08339e+00 -3.85973e-14 -1.42036e+01  1.65773e-01  1.27576e-14 -7.71578e-01
0886  1.73435e+00  7.56491e-01  3.57556e-02  6.08339e+00 -3.58830e-14 -1.42192e+01  1.65409e-01  1.31623e-14 -7.70731e-01
0887  1.73626e+00  7.54833e-01  3.56250e-02  6.08338e+00 -3.31997e-14 -1.42348e+01  1.65047e-01  1.23105e-14 -7.69887e-01
0888  1.73816e+00  7.53181e-01  3.54950e-02  6.08338e+00 -3.16015e-14 -1.42505e+01  1.64685e-01  1.02319e-14 -7.69045e-01
0889  1.74006e+00  7.51534e-01  3.53657e-02  6.08337e+00 -3.11167e-14 -1.42661e+01  1.64325e-01  8.31041e-15 -7.68204e-01
